run,settings,git_sha,day,email,type,balance,contract_earnings,contract_payout_frequency
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,3,worker8_nometricswithprices_rewardseeking@bugmark.net,NoMetricsWithPrices_rewardSeeking,995.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,3,worker10_healthmetricsnoprices@bugmark.net,HealthMetricsNoPrices,980.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,3,funder4_correlatedpay@bugmark.net,correlatedPay,99999725.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,3,worker12_healthmetricswithprices@bugmark.net,HealthMetricsWithPrices,985.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,3,worker1_nometricsnoprices_riskaverse@bugmark.net,NoMetricsNoPrices_riskAverse,995.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,3,worker7_nometricswithprices_rewardseeking@bugmark.net,NoMetricsWithPrices_rewardSeeking,980.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,3,worker6_nometricswithprices_riskaverse@bugmark.net,NoMetricsWithPrices_riskAverse,980.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,3,funder1_randompay@bugmark.net,randomPay,99999755.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,admin@bugmark.net,,0.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,worker6_nometricswithprices_riskaverse@bugmark.net,NoMetricsWithPrices_riskAverse,1065.0,80.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,worker2_nometricsnoprices_riskaverse@bugmark.net,NoMetricsNoPrices_riskAverse,1090.0,95.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,worker3_nometricsnoprices_random@bugmark.net,NoMetricsNoPrices_random,1095.0,95.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,worker4_nometricsnoprices_random@bugmark.net,NoMetricsNoPrices_random,1090.0,95.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,worker11_healthmetricswithprices@bugmark.net,HealthMetricsWithPrices,995.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,worker12_healthmetricswithprices@bugmark.net,HealthMetricsWithPrices,1085.0,85.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,funder4_correlatedpay@bugmark.net,correlatedPay,99999740.0,5.0,0.5
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,funder2_fixedpay@bugmark.net,fixedPay,99999525.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,worker7_nometricswithprices_rewardseeking@bugmark.net,NoMetricsWithPrices_rewardSeeking,1080.0,80.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,worker9_healthmetricsnoprices@bugmark.net,HealthMetricsNoPrices,1075.0,90.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,worker8_nometricswithprices_rewardseeking@bugmark.net,NoMetricsWithPrices_rewardSeeking,995.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,worker10_healthmetricsnoprices@bugmark.net,HealthMetricsNoPrices,980.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,funder1_randompay@bugmark.net,randomPay,99999670.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,worker1_nometricsnoprices_riskaverse@bugmark.net,NoMetricsNoPrices_riskAverse,995.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,worker5_nometricswithprices_riskaverse@bugmark.net,NoMetricsWithPrices_riskAverse,1065.0,85.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,4,funder3_inversepay@bugmark.net,inversePay,99999655.0,20.0,0.5
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,admin@bugmark.net,,0.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,worker6_nometricswithprices_riskaverse@bugmark.net,NoMetricsWithPrices_riskAverse,1065.0,80.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,worker11_healthmetricswithprices@bugmark.net,HealthMetricsWithPrices,1095.0,95.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,worker2_nometricsnoprices_riskaverse@bugmark.net,NoMetricsNoPrices_riskAverse,1090.0,95.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,worker5_nometricswithprices_riskaverse@bugmark.net,NoMetricsWithPrices_riskAverse,1165.0,180.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,funder4_correlatedpay@bugmark.net,correlatedPay,99999755.0,10.0,0.6666666666666666
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,worker12_healthmetricswithprices@bugmark.net,HealthMetricsWithPrices,1085.0,85.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,worker4_nometricsnoprices_random@bugmark.net,NoMetricsNoPrices_random,1190.0,190.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,worker9_healthmetricsnoprices@bugmark.net,HealthMetricsNoPrices,1075.0,90.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,worker8_nometricswithprices_rewardseeking@bugmark.net,NoMetricsWithPrices_rewardSeeking,995.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,worker10_healthmetricsnoprices@bugmark.net,HealthMetricsNoPrices,965.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,worker7_nometricswithprices_rewardseeking@bugmark.net,NoMetricsWithPrices_rewardSeeking,1075.0,80.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,funder1_randompay@bugmark.net,randomPay,99999670.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,funder2_fixedpay@bugmark.net,fixedPay,99999430.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,worker1_nometricsnoprices_riskaverse@bugmark.net,NoMetricsNoPrices_riskAverse,995.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,worker3_nometricsnoprices_random@bugmark.net,NoMetricsNoPrices_random,1090.0,95.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,5,funder3_inversepay@bugmark.net,inversePay,99999560.0,20.0,0.25
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,admin@bugmark.net,,0.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,worker2_nometricsnoprices_riskaverse@bugmark.net,NoMetricsNoPrices_riskAverse,1185.0,190.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,funder4_correlatedpay@bugmark.net,correlatedPay,99999755.0,10.0,0.5
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,worker9_healthmetricsnoprices@bugmark.net,HealthMetricsNoPrices,1175.0,175.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,worker6_nometricswithprices_riskaverse@bugmark.net,NoMetricsWithPrices_riskAverse,1165.0,165.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,worker5_nometricswithprices_riskaverse@bugmark.net,NoMetricsWithPrices_riskAverse,1265.0,265.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,worker4_nometricsnoprices_random@bugmark.net,NoMetricsNoPrices_random,1190.0,190.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,worker12_healthmetricswithprices@bugmark.net,HealthMetricsWithPrices,1070.0,85.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,worker8_nometricswithprices_rewardseeking@bugmark.net,NoMetricsWithPrices_rewardSeeking,995.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,worker1_nometricsnoprices_riskaverse@bugmark.net,NoMetricsNoPrices_riskAverse,990.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,worker10_healthmetricsnoprices@bugmark.net,HealthMetricsNoPrices,965.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,funder2_fixedpay@bugmark.net,fixedPay,99999240.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,worker7_nometricswithprices_rewardseeking@bugmark.net,NoMetricsWithPrices_rewardSeeking,1075.0,80.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,worker11_healthmetricswithprices@bugmark.net,HealthMetricsWithPrices,1090.0,95.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,funder1_randompay@bugmark.net,randomPay,99999490.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,worker3_nometricsnoprices_random@bugmark.net,NoMetricsNoPrices_random,1090.0,95.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,6,funder3_inversepay@bugmark.net,inversePay,99999560.0,20.0,0.2
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,admin@bugmark.net,,0.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,funder3_inversepay@bugmark.net,inversePay,99999465.0,20.0,0.16666666666666666
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,worker2_nometricsnoprices_riskaverse@bugmark.net,NoMetricsNoPrices_riskAverse,1185.0,190.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,worker10_healthmetricsnoprices@bugmark.net,HealthMetricsNoPrices,1065.0,85.0,0.5
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,worker7_nometricswithprices_rewardseeking@bugmark.net,NoMetricsWithPrices_rewardSeeking,1175.0,175.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,worker9_healthmetricsnoprices@bugmark.net,HealthMetricsNoPrices,1175.0,175.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,worker3_nometricsnoprices_random@bugmark.net,NoMetricsNoPrices_random,1185.0,190.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,worker6_nometricswithprices_riskaverse@bugmark.net,NoMetricsWithPrices_riskAverse,1145.0,165.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,worker12_healthmetricswithprices@bugmark.net,HealthMetricsWithPrices,1070.0,85.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,funder1_randompay@bugmark.net,randomPay,99999410.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,worker1_nometricsnoprices_riskaverse@bugmark.net,NoMetricsNoPrices_riskAverse,990.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,worker5_nometricswithprices_riskaverse@bugmark.net,NoMetricsWithPrices_riskAverse,1245.0,265.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,worker11_healthmetricswithprices@bugmark.net,HealthMetricsWithPrices,1090.0,95.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,worker4_nometricsnoprices_random@bugmark.net,NoMetricsNoPrices_random,1185.0,190.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,funder2_fixedpay@bugmark.net,fixedPay,99999145.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,worker8_nometricswithprices_rewardseeking@bugmark.net,NoMetricsWithPrices_rewardSeeking,985.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,7,funder4_correlatedpay@bugmark.net,correlatedPay,99999585.0,10.0,0.4
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,admin@bugmark.net,,0.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,funder1_randompay@bugmark.net,randomPay,99999235.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,funder3_inversepay@bugmark.net,inversePay,99999465.0,20.0,0.16666666666666666
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,worker5_nometricswithprices_riskaverse@bugmark.net,NoMetricsWithPrices_riskAverse,1240.0,265.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,worker7_nometricswithprices_rewardseeking@bugmark.net,NoMetricsWithPrices_rewardSeeking,1175.0,175.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,worker9_healthmetricsnoprices@bugmark.net,HealthMetricsNoPrices,1175.0,175.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,funder2_fixedpay@bugmark.net,fixedPay,99999050.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,worker6_nometricswithprices_riskaverse@bugmark.net,NoMetricsWithPrices_riskAverse,1145.0,165.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,worker12_healthmetricswithprices@bugmark.net,HealthMetricsWithPrices,1150.0,170.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,worker10_healthmetricsnoprices@bugmark.net,HealthMetricsNoPrices,1060.0,85.0,0.5
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,worker3_nometricsnoprices_random@bugmark.net,NoMetricsNoPrices_random,1170.0,190.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,worker2_nometricsnoprices_riskaverse@bugmark.net,NoMetricsNoPrices_riskAverse,1285.0,285.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,worker1_nometricsnoprices_riskaverse@bugmark.net,NoMetricsNoPrices_riskAverse,1080.0,95.0,0.5
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,worker11_healthmetricswithprices@bugmark.net,HealthMetricsWithPrices,1190.0,190.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,funder4_correlatedpay@bugmark.net,correlatedPay,99999410.0,10.0,0.4
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,worker4_nometricsnoprices_random@bugmark.net,NoMetricsNoPrices_random,1185.0,190.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,8,worker8_nometricswithprices_rewardseeking@bugmark.net,NoMetricsWithPrices_rewardSeeking,985.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,admin@bugmark.net,,0.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,funder1_randompay@bugmark.net,randomPay,99999235.0,0.0,0.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,funder3_inversepay@bugmark.net,inversePay,99999465.0,20.0,0.14285714285714285
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,worker7_nometricswithprices_rewardseeking@bugmark.net,NoMetricsWithPrices_rewardSeeking,1175.0,175.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,worker9_healthmetricsnoprices@bugmark.net,HealthMetricsNoPrices,1175.0,175.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,worker12_healthmetricswithprices@bugmark.net,HealthMetricsWithPrices,1150.0,170.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,worker10_healthmetricsnoprices@bugmark.net,HealthMetricsNoPrices,1060.0,85.0,0.5
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,worker2_nometricsnoprices_riskaverse@bugmark.net,NoMetricsNoPrices_riskAverse,1285.0,285.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,worker1_nometricsnoprices_riskaverse@bugmark.net,NoMetricsNoPrices_riskAverse,1080.0,95.0,0.5
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,worker11_healthmetricswithprices@bugmark.net,HealthMetricsWithPrices,1190.0,190.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,worker6_nometricswithprices_riskaverse@bugmark.net,NoMetricsWithPrices_riskAverse,1245.0,245.0,1.0
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,funder4_correlatedpay@bugmark.net,correlatedPay,99999410.0,10.0,0.2857142857142857
2018-06-09 07:58:59,none,db6c514c0c28549e3f9cdd3fc4845ece62ac8185,9,worker5_nometricswithprices_riskaverse@bugmark.net,NoMetricsWithPrices_riskAverse,1340.0,345.0,1.0
